id,survey_item,response
67438b8b31,I think I learned a lot from this course,Agree
67438b8b31,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
67438b8b31,I think the content on the website clearly communicated the concepts,Strongly agree
67438b8b31,I think the instructors clearly communicated the concepts,Strongly agree
67438b8b31,I think there was good alignment between the learning activities,Strongly agree
67438b8b31,"In general, I think this is a good course",Strongly agree
67438b8b31,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
c4004df6d7,I think I learned a lot from this course,Strongly agree
c4004df6d7,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
c4004df6d7,I think the content on the website clearly communicated the concepts,Strongly agree
c4004df6d7,I think the instructors clearly communicated the concepts,Strongly agree
c4004df6d7,I think there was good alignment between the learning activities,Strongly agree
c4004df6d7,"In general, I think this is a good course",Strongly agree
c4004df6d7,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
852bc60117,I think I learned a lot from this course,Strongly agree
852bc60117,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
852bc60117,I think the content on the website clearly communicated the concepts,Strongly agree
852bc60117,I think the instructors clearly communicated the concepts,Strongly agree
852bc60117,I think there was good alignment between the learning activities,Strongly agree
852bc60117,"In general, I think this is a good course",Strongly agree
852bc60117,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
8db7b32459,I think I learned a lot from this course,Strongly agree
8db7b32459,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
8db7b32459,I think the content on the website clearly communicated the concepts,Strongly agree
8db7b32459,I think the instructors clearly communicated the concepts,Strongly agree
8db7b32459,I think there was good alignment between the learning activities,Strongly agree
8db7b32459,"In general, I think this is a good course",Strongly agree
8db7b32459,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
90606d4609,I think I learned a lot from this course,Strongly agree
90606d4609,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
90606d4609,I think the content on the website clearly communicated the concepts,Strongly agree
90606d4609,I think the instructors clearly communicated the concepts,Strongly agree
90606d4609,I think there was good alignment between the learning activities,Strongly agree
90606d4609,"In general, I think this is a good course",Strongly agree
90606d4609,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
236d8f1316,I think I learned a lot from this course,Strongly agree
236d8f1316,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
236d8f1316,I think the content on the website clearly communicated the concepts,Strongly agree
236d8f1316,I think the instructors clearly communicated the concepts,Agree
236d8f1316,I think there was good alignment between the learning activities,Strongly agree
236d8f1316,"In general, I think this is a good course",Strongly agree
236d8f1316,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
9de3b833f4,I think I learned a lot from this course,Strongly agree
9de3b833f4,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
9de3b833f4,I think the content on the website clearly communicated the concepts,Agree
9de3b833f4,I think the instructors clearly communicated the concepts,Strongly agree
9de3b833f4,I think there was good alignment between the learning activities,Strongly agree
9de3b833f4,"In general, I think this is a good course",Strongly agree
9de3b833f4,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
b438750a07,I think I learned a lot from this course,Strongly agree
b438750a07,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
b438750a07,I think the content on the website clearly communicated the concepts,Strongly agree
b438750a07,I think the instructors clearly communicated the concepts,Strongly agree
b438750a07,I think there was good alignment between the learning activities,Strongly agree
b438750a07,"In general, I think this is a good course",Strongly agree
b438750a07,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Neutral
c985cb4ea9,I think I learned a lot from this course,Agree
c985cb4ea9,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
c985cb4ea9,I think the content on the website clearly communicated the concepts,Agree
c985cb4ea9,I think the instructors clearly communicated the concepts,Agree
c985cb4ea9,I think there was good alignment between the learning activities,Agree
c985cb4ea9,"In general, I think this is a good course",Strongly agree
c985cb4ea9,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
95e25e076e,I think I learned a lot from this course,Strongly agree
95e25e076e,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
95e25e076e,I think the content on the website clearly communicated the concepts,Strongly agree
95e25e076e,I think the instructors clearly communicated the concepts,Strongly agree
95e25e076e,I think there was good alignment between the learning activities,Agree
95e25e076e,"In general, I think this is a good course",Strongly agree
95e25e076e,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
5b92dbd764,I think I learned a lot from this course,Strongly agree
5b92dbd764,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
5b92dbd764,I think the content on the website clearly communicated the concepts,Strongly agree
5b92dbd764,I think the instructors clearly communicated the concepts,Strongly agree
5b92dbd764,I think there was good alignment between the learning activities,Strongly agree
5b92dbd764,"In general, I think this is a good course",Strongly agree
5b92dbd764,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
ebd5af7bc0,I think I learned a lot from this course,Disagree
ebd5af7bc0,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
ebd5af7bc0,I think the content on the website clearly communicated the concepts,Strongly agree
ebd5af7bc0,I think the instructors clearly communicated the concepts,Strongly agree
ebd5af7bc0,I think there was good alignment between the learning activities,Strongly agree
ebd5af7bc0,"In general, I think this is a good course",Agree
ebd5af7bc0,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
4d8ccc82ba,I think I learned a lot from this course,Strongly agree
4d8ccc82ba,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
4d8ccc82ba,I think the content on the website clearly communicated the concepts,Strongly agree
4d8ccc82ba,I think the instructors clearly communicated the concepts,Strongly agree
4d8ccc82ba,I think there was good alignment between the learning activities,Strongly agree
4d8ccc82ba,"In general, I think this is a good course",Strongly agree
4d8ccc82ba,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
1474da1241,I think I learned a lot from this course,Strongly agree
1474da1241,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1474da1241,I think the content on the website clearly communicated the concepts,Agree
1474da1241,I think the instructors clearly communicated the concepts,Strongly agree
1474da1241,I think there was good alignment between the learning activities,Strongly agree
1474da1241,"In general, I think this is a good course",Strongly agree
1474da1241,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
9f99d79d56,I think I learned a lot from this course,Agree
9f99d79d56,I think there was a good mix of learning activities that encouraged my active participation,Agree
9f99d79d56,I think the content on the website clearly communicated the concepts,Strongly agree
9f99d79d56,I think the instructors clearly communicated the concepts,Strongly agree
9f99d79d56,I think there was good alignment between the learning activities,Agree
9f99d79d56,"In general, I think this is a good course",Strongly agree
9f99d79d56,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
c2eb7f3fb7,I think I learned a lot from this course,Strongly agree
c2eb7f3fb7,I think there was a good mix of learning activities that encouraged my active participation,Agree
c2eb7f3fb7,I think the content on the website clearly communicated the concepts,Strongly agree
c2eb7f3fb7,I think the instructors clearly communicated the concepts,Agree
c2eb7f3fb7,I think there was good alignment between the learning activities,Agree
c2eb7f3fb7,"In general, I think this is a good course",Strongly agree
c2eb7f3fb7,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
a585fc1fe4,I think I learned a lot from this course,Agree
a585fc1fe4,I think there was a good mix of learning activities that encouraged my active participation,Agree
a585fc1fe4,I think the content on the website clearly communicated the concepts,Agree
a585fc1fe4,I think the instructors clearly communicated the concepts,Agree
a585fc1fe4,I think there was good alignment between the learning activities,Agree
a585fc1fe4,"In general, I think this is a good course",Agree
a585fc1fe4,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Neutral
6cc5ba5986,I think I learned a lot from this course,Strongly agree
6cc5ba5986,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
6cc5ba5986,I think the content on the website clearly communicated the concepts,Neutral
6cc5ba5986,I think the instructors clearly communicated the concepts,Agree
6cc5ba5986,I think there was good alignment between the learning activities,Strongly agree
6cc5ba5986,"In general, I think this is a good course",Strongly agree
6cc5ba5986,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Neutral
c43107df46,I think I learned a lot from this course,Strongly agree
c43107df46,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
c43107df46,I think the content on the website clearly communicated the concepts,Strongly agree
c43107df46,I think the instructors clearly communicated the concepts,Strongly agree
c43107df46,I think there was good alignment between the learning activities,Agree
c43107df46,"In general, I think this is a good course",Strongly agree
c43107df46,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
0877e278ae,I think I learned a lot from this course,Strongly agree
0877e278ae,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
0877e278ae,I think the content on the website clearly communicated the concepts,Strongly agree
0877e278ae,I think the instructors clearly communicated the concepts,Strongly agree
0877e278ae,I think there was good alignment between the learning activities,Strongly agree
0877e278ae,"In general, I think this is a good course",Strongly agree
0877e278ae,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
c8f77374b9,I think I learned a lot from this course,Strongly agree
c8f77374b9,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
c8f77374b9,I think the content on the website clearly communicated the concepts,Strongly agree
c8f77374b9,I think the instructors clearly communicated the concepts,Strongly agree
c8f77374b9,I think there was good alignment between the learning activities,Strongly agree
c8f77374b9,"In general, I think this is a good course",Strongly agree
c8f77374b9,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
c8d6f61d4d,I think I learned a lot from this course,Strongly agree
c8d6f61d4d,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
c8d6f61d4d,I think the content on the website clearly communicated the concepts,Strongly agree
c8d6f61d4d,I think the instructors clearly communicated the concepts,Strongly agree
c8d6f61d4d,I think there was good alignment between the learning activities,Strongly agree
c8d6f61d4d,"In general, I think this is a good course",Strongly agree
c8d6f61d4d,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
686c880675,I think I learned a lot from this course,Strongly agree
686c880675,I think there was a good mix of learning activities that encouraged my active participation,Agree
686c880675,I think the content on the website clearly communicated the concepts,Strongly agree
686c880675,I think the instructors clearly communicated the concepts,Agree
686c880675,I think there was good alignment between the learning activities,Strongly agree
686c880675,"In general, I think this is a good course",Strongly agree
686c880675,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Neutral
88cab94205,I think I learned a lot from this course,Strongly agree
88cab94205,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
88cab94205,I think the content on the website clearly communicated the concepts,Agree
88cab94205,I think the instructors clearly communicated the concepts,Agree
88cab94205,I think there was good alignment between the learning activities,Strongly agree
88cab94205,"In general, I think this is a good course",Strongly agree
88cab94205,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
